,Unnamed: 0,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,Unnamed: 10,Unnamed: 11,gender_int,sub_categories_int
17320,17320,33041,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Mother Earth Women Printed Blue Kurta,,,1,0
17321,17321,11311,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2016.0,Casual,Wrangler Men Blue Texas Jeans,,,0,1
17322,17322,32193,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,ADIDAS Men Ohne Black Shoes,,,0,4
17323,17323,14663,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Basics Men Navy Blue Slim Fit Checked Shirt,,,0,0
17324,17324,5234,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Reebok Men's Sprint Fit Lite LP Black Silver Shoe,,,0,4
17325,17325,25918,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Femella Women Blue T-shirt,,,1,0
17326,17326,21584,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2011.0,Casual,Locomotive Men Washed Blue Jeans,,,0,1
17327,17327,52076,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Myntra Men Grey T-shirt,,,0,0
17328,17328,16134,Women,Apparel,Topwear,Tops,Blue,Fall,2011.0,Casual,Tokyo Talkies Women Printed Blue Top,,,1,0
17329,17329,7563,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Sports,Nike Men's As Spher Navy Blue T-shirt,,,0,0
17330,17330,19940,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Nike Men Nike Capri II  Black Casual Shoes,,,0,4
17331,17331,34264,Women,Apparel,Topwear,Dupatta,Pink,Summer,2012.0,Ethnic,Fabindia Women Pink Chanderi Dupatta,,,1,0
17332,17332,18892,Women,Apparel,Topwear,Tops,Blue,Fall,2011.0,Casual,Arrow Woman Eleana Blue Top,,,1,0
17333,17333,50721,Girls,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,Doodle Girls Pink Printed Dress,,,3,2
17334,17334,16908,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Casual,Status Quo Men Solid Black Sweatshirt,,,0,0
17335,17335,12594,Unisex,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Tantra Unisex Printed Blue Tshirts,,,4,0
17336,17336,13446,Women,Apparel,Topwear,Tops,Pink,Summer,2011.0,Casual,United Colors of Benetton Women Stripes Pink Tops,,,1,0
17337,17337,43336,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Reebok Men White Turbo Sports Shoes,,,0,4
17338,17338,2011,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Casual,ADIDAS Men Classic Blue Striped T-shirt,,,0,0
17339,17339,7751,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Indigo Nation Men Young Lords Black T-shirt,,,0,0
17340,17340,22133,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011.0,Formal,Provogue Men Brown Formal Shoes,,,0,4
17341,17341,43938,Women,Footwear,Shoes,Heels,Grey,Winter,2012.0,Casual,Catwalk Women Grey & Black Heels,,,1,4
17342,17342,50513,Men,Apparel,Innerwear,Trunk,Grey,Winter,2016.0,Casual,Chromozome Men Grey Trunks,,,0,5
17343,17343,6683,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,UCB Men's Shiny Print Patch Black T-shirt,,,0,0
17344,17344,34056,Boys,Apparel,Bottomwear,Capris,Blue,Summer,2012.0,Casual,Gini and Jony Boys Washed Blue 3/4 Length Pants,,,2,1
17345,17345,26593,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Puma Men Budoka White Sports Shoes,,,0,4
17346,17346,8719,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Stripes Shirt Purple Shirts,,,0,0
17347,17347,2223,Women,Apparel,Bottomwear,Track Pants,Black,Fall,2010.0,Sports,ADIDAS Women Stripe Black Track Pant,,,1,1
17348,17348,27441,Women,Apparel,Topwear,Tops,White,Fall,2015.0,Casual,Jockey Women White Racerback Tank Top,,,1,0
17349,17349,13674,Women,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Puma Women Track Cat Basic Casual Shoes,,,1,4
17350,17350,33273,Girls,Apparel,Bottomwear,Leggings,Green,Summer,2012.0,Casual,Gini and Jony Girls Green Leggings,,,3,1
17351,17351,40781,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012.0,Casual,Quiksilver Men Black & Blue Flip Flops,,,0,8
17352,17352,41653,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Mark Taylor Men Blue Striped Shirt,,,0,0
17353,17353,39749,Boys,Apparel,Bottomwear,Shorts,Beige,Summer,2012.0,Casual,Gini Jony Boys Beige Shorts,,,2,1
17354,17354,5006,Women,Apparel,Topwear,Tops,Green,Summer,2011.0,Casual,Gini and Jony Girl's Farica Green Kidswear,,,1,0
17355,17355,53396,Women,Apparel,Topwear,Kurtas,Purple,Fall,2012.0,Ethnic,Alma Women Purple Printed Kurta,,,1,0
17356,17356,14451,Women,Footwear,Shoes,Heels,Multi,Summer,2012.0,Casual,Enroute Women Casual Multi Flats,,,1,4
17357,17357,20664,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Classic Polo Men Striped Grey Tshirt,,,0,0
17358,17358,15583,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Proline Men Solid Blue Polo Tshirt,,,0,0
17359,17359,50177,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Rocia Women Black Wedges,,,1,4
17360,17360,34432,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Myntra Women Rider Blue T-shirt,,,1,0
17361,17361,46012,Women,Apparel,Saree,Sarees,Black,Summer,2012.0,Ethnic,Fabindia Black Self-Striped Saree,,,1,3
17362,17362,28851,Men,Apparel,Topwear,Tshirts,Charcoal,Summer,2013.0,Casual,Proline Charcoal Grey Polo T-shirt,,,0,0
17363,17363,43560,Unisex,Accessories,Socks,Socks,White,Summer,2012.0,Casual,Puma Unisex Pack of 3 Socks,,,4,7
17364,17364,27025,Women,Apparel,Bottomwear,Jeans,Pink,Summer,2012.0,Casual,Jealous 21 Women Pink Jeans,,,1,1
17365,17365,13210,Women,Footwear,Shoes,Sports Shoes,White,Spring,2012.0,Sports,ASICS Women GT 2160 Running White Sports Shoes,,,1,4
17366,17366,3795,Unisex,Footwear,Shoes,Casual Shoes,Black,Fall,2013.0,Casual,Converse Unisex CT  LACE COLOR OX Black Casual Shoes,,,4,4
17367,17367,25772,Men,Apparel,Topwear,Suspenders,Black,Summer,2012.0,Formal,Lino Perros Men Black & Brown Suspenders,,,0,0
17368,17368,56280,Women,Apparel,Innerwear,Bra,Red,Winter,2015.0,Casual,Biara Women Red Bra,,,1,5
17369,17369,11547,Women,Apparel,Topwear,Kurtas,Green,Summer,2011.0,Ethnic,W Women Printed Green Kurtas,,,1,0
17370,17370,10495,Women,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Flying Machine Women HS Blue Shirt,,,1,0
17371,17371,57352,Women,Apparel,Innerwear,Bra,Black,Winter,2015.0,Casual,Amante Black T-Shirt Bra BGSC02,,,1,5
17372,17372,5462,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Nike Men's Air Trail Ridge Black Shoe,,,0,4
17373,17373,44745,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Globalite Men White Counter Shoes,,,0,4
17374,17374,14035,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Casual,Flying Machine Men Check Maroon Shirts,,,0,0
17375,17375,20200,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Wrangler Men Falcon Grey T-shirt,,,0,0
17376,17376,25540,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Wrangler Men Pontius Striped Blue Shirt,,,0,0
17377,17377,11775,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Lee Men Printed White Tshirts,,,0,0
17378,17378,41005,Girls,Apparel,Bottomwear,Skirts,Navy Blue,Summer,2012.0,Casual,Gini and Jony Girls Woven Navy Blue Skirts,,,3,1
17379,17379,57160,Women,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Elle Women Printed White T-shirt,,,1,0
17380,17380,4782,Women,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Sports,ADIDAS Women's V Neck With Crystal Black T-shirt,,,1,0
17381,17381,41839,Men,Footwear,Flip Flops,Flip Flops,Red,Summer,2012.0,Casual,Lotto Men Red Game Flip Flops,,,0,8
17382,17382,20032,Men,Apparel,Topwear,Shirts,White,Summer,2011.0,Casual,United Colors of Benetton Men Striped White Shirt,,,0,0
17383,17383,34600,Women,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,Tonga Women Pink Dress,,,1,2
17384,17384,50345,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Aurelia Women White Printed Kurta,,,1,0
17385,17385,16550,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Basics Men White Slim Fit Shirt,,,0,0
17386,17386,8973,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Puma Men Drift Cat III CF White Sports Shoes,,,0,4
17387,17387,22765,Women,Apparel,Topwear,Kurtas,Navy Blue,Fall,2011.0,Ethnic,BIBA Women Solid Navy Blue Kurta,,,1,0
17388,17388,27217,Men,Apparel,Bottomwear,Shorts,Beige,Summer,2012.0,Casual,Doodle Kids Boy  Beige Shorts,,,0,1
17389,17389,49268,Men,Accessories,Socks,Socks,Brown,Summer,2016.0,Casual,Arrow Men Pack of 5 Plating Design Socks,,,0,7
17390,17390,42680,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Alma Women Blue & Green Kurta,,,1,0
17391,17391,55637,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Catwalk Women Black Heels,,,1,4
17392,17392,19518,Men,Apparel,Topwear,Sweaters,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Stripes Blue Sweater,,,0,0
17393,17393,28099,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Jockey MC Men White Y Front Briefs 8003,,,0,5
17394,17394,17644,Unisex,Footwear,Flip Flops,Flip Flops,Green,Summer,2012.0,Casual,Converse Unisex Casual Green Slipper,,,4,8
17395,17395,6213,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,UCB Women's Boat Print White Top,,,1,0
17396,17396,51051,Women,Apparel,Innerwear,Bra,Green,Summer,2017.0,Casual,Enamor Sage Green Bra,,,1,5
17397,17397,31988,Men,Accessories,Socks,Socks,Black,Summer,2016.0,Casual,Playboy Men Black Socks,,,0,7
17398,17398,54523,Men,Footwear,Shoes,Sports Shoes,White,Fall,2012.0,Sports,F Sports Men White Voyager Sports Shoes,,,0,4
17399,17399,26103,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Formal,John Miller Men Striped Black Shirt,,,0,0
17400,17400,3761,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Status Quo Men's Harbour Island White T-shirt,,,0,0
17401,17401,8389,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Sports,ADIDAS Men  Red Polo Tshirts,,,0,0
17402,17402,25786,Men,Apparel,Topwear,Suspenders,Black,Summer,2012.0,Formal,Arrow Men Black Suspenders,,,0,0
17403,17403,56274,Women,Apparel,Innerwear,Bra,Pink,Summer,2017.0,Casual,Biara Women Pink Bra,,,1,5
17404,17404,10461,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Flying Machine Men White Polo Tshirts,,,0,0
17405,17405,15113,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Formal,Arrow Men Solid Black Trousers,,,0,1
17406,17406,45663,Men,Apparel,Innerwear,Innerwear Vests,Black,Summer,2016.0,Casual,Park Avenue Men Black Innerwear T-Shirt,,,0,5
17407,17407,36391,Men,Accessories,Socks,Socks,Navy Blue,Summer,2016.0,Casual,Reid & Taylor Men Navy Blue Socks,,,0,7
17408,17408,4544,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Nike Men's Zoom For Black Shoe,,,0,4
17409,17409,37243,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,United Colors of Benetton Men Brown Shoes,,,0,4
17410,17410,5496,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Mr.Men Men's Cool Guy Lemon T-shirt,,,0,0
17411,17411,11781,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Lee Men Printed Navy Blue Tshirts,,,0,0
17412,17412,21928,Women,Apparel,Topwear,Kurtas,Purple,Fall,2011.0,Ethnic,BIBA Women Printed Purple Kurta,,,1,0
17413,17413,59832,Men,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Casual,United Colors of Benetton Men Pink Shirt,,,0,0
17414,17414,32503,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Scullers Men White Shirt,,,0,0
17415,17415,57194,Women,Apparel,Topwear,Tunics,Yellow,Summer,2012.0,Casual,Elle Women Yellow Vintage Tunic,,,1,0
17416,17416,24466,Women,Footwear,Shoes,Sports Shoes,Grey,Summer,2011.0,Sports,Quechua Women Grey Sports Shoes,,,1,4
17417,17417,4776,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,ADIDAS Women's  Geo White Yellow T-shirt,,,1,0
17418,17418,21114,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,s.Oliver Women Solid Black Top,,,1,0
17419,17419,15321,Men,Apparel,Topwear,Jackets,Black,Fall,2011.0,Casual,Nike Men Solid Black Jackets,,,0,0
17420,17420,38805,Men,Apparel,Topwear,Tshirts,Charcoal,Summer,2012.0,Casual,Mickey Men Printed Charcoal T-shirt,,,0,0
17421,17421,53534,Women,Apparel,Innerwear,Briefs,Grey,Summer,2018.0,Casual,Amante Women Grey Seamless Briefs PCSN11,,,1,5
17422,17422,44583,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2017.0,Casual,Lee Men Blue Scraped Jeans,,,0,1
17423,17423,6021,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,UCB Men's Johny Collar With Two Tone Dark Blue T-shirt,,,0,0
17424,17424,23643,Men,Apparel,Topwear,Tshirts,Grey,Spring,2013.0,Casual,Music Men Grey Printed T-shirt,,,0,0
17425,17425,17476,Women,Apparel,Innerwear,Bra,Purple,Summer,2017.0,Casual,Beyouty Women Lisa BR 10 Purple Bra,,,1,5
17426,17426,8987,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Puma Men Kollege Mid Black Casual Shoes,,,0,4
17427,17427,54711,Women,Apparel,Topwear,Kurtas,White,Fall,2012.0,Ethnic,Shree Women Black and White Printed Kurta,,,1,0
17428,17428,2481,Men,Apparel,Topwear,Tshirts,Black,Fall,2010.0,Casual,Puma Men's Foundation limea Black Polo T-shirt,,,0,0
17429,17429,9069,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Solid Blue Shirts,,,0,0
17430,17430,3553,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2015.0,Casual,Skechers Men's Brown Lifestyle Casual Shoe,,,0,4
17431,17431,31386,Men,Apparel,Topwear,Tshirts,Khaki,Summer,2012.0,Casual,Locomotive Men Khaki T-shirt,,,0,0
17432,17432,42674,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Alma Women White Printed Kurta,,,1,0
17433,17433,12104,Women,Apparel,Topwear,Kurtis,Brown,Fall,2011.0,Ethnic,W Women Printed Brown Kurtis,,,1,0
17434,17434,45809,Women,Footwear,Shoes,Heels,Black,Summer,2012.0,Casual,Senorita Women Black Flats,,,1,4
17435,17435,56422,Women,Apparel,Innerwear,Bra,Red,Summer,2017.0,Casual,Biara Red Blush Bra ST 5001,,,1,5
17436,17436,41495,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Locomotive Men Purple T-shirt,,,0,0
17437,17437,32167,Women,Accessories,Socks,Socks,Blue,Summer,2017.0,Casual,Playboy Women Playmate Blue Ankle Socks,,,1,7
17438,17438,14697,Men,Apparel,Bottomwear,Trousers,Beige,Fall,2011.0,Casual,Basics Men Beige Trousers,,,0,1
17439,17439,53150,Women,Footwear,Shoes,Heels,Green,Winter,2015.0,Casual,Catwalk Women Green Heels,,,1,4
17440,17440,4312,Unisex,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Tantra Kid's Unisex Yantra Om Orange Kidswear,,,4,0
17441,17441,21570,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Numero Uno Men Casual White Shoes,,,0,4
17442,17442,52082,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Myntra Men Green T-shirt,,,0,0
17443,17443,15745,Women,Footwear,Shoes,Sports Shoes,Silver,Summer,2012.0,Sports,Nike Women Transform III Silver Sports Shoes,,,1,4
17444,17444,51607,Women,Apparel,Bottomwear,Trousers,Black,Fall,2012.0,Casual,Kraus Jeans Women Black Trousers,,,1,1
17445,17445,7597,Men,Footwear,Shoes,Sports Shoes,Red,Summer,2011.0,Sports,Nike Men's Backboard Red Black Shoe,,,0,4
17446,17446,18866,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,2011.0,Casual,Puma Men Solid Grey Core Sweat Pants,,,0,1
17447,17447,6445,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Lotto Men's Calcetto Black Red Shoe,,,0,4
17448,17448,23227,Women,Apparel,Topwear,Kurtas,Maroon,Fall,2011.0,Ethnic,Aneri Women Samira Maroon Kurta,,,1,0
17449,17449,17012,Women,Footwear,Shoes,Flats,Brown,Winter,2012.0,Casual,Rocia Women Brown Heels,,,1,4
17450,17450,3137,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Ethnic,Catwalk Women Ethnic Leather Flat Brown Flats,,,1,4
17451,17451,42210,Women,Apparel,Topwear,Tops,Purple,Summer,2012.0,Casual,Sepia Women Purple Top,,,1,0
17452,17452,12560,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Tantra Men Printed Blue Tshirts,,,0,0
17453,17453,30630,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Nike Men FCB Core Blue T-shirt,,,0,0
17454,17454,51435,Women,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Casual,Myntra Women Pink Top,,,1,0
17455,17455,47550,Women,Footwear,Shoes,Heels,Silver,Winter,2012.0,Casual,Portia Women Grey Heels,,,1,4
17456,17456,6677,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Nike Men's Street Pana II Black White Shoe,,,0,4
17457,17457,12752,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Ep Jeans Blue Jeans,,,0,1
17458,17458,3305,Men,Footwear,Shoes,Sports Shoes,Grey,Spring,2011.0,Sports,Asics Men's Gel Nimbus 12 Grey Orange Shoe,,,0,4
17459,17459,42022,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2012.0,Casual,ADIDAS Men AdiCliff Black Flip Flops,,,0,8
17460,17460,23829,Unisex,Footwear,Flip Flops,Flip Flops,Red,Summer,2012.0,Casual,Puma Unisex Dilute Red Flip Flops,,,4,8
17461,17461,48518,Women,Apparel,Topwear,Tops,Maroon,Summer,2012.0,Casual,French Connection Women Maroon Top,,,1,0
17462,17462,18268,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Aneri Women Sunflower Green Kurta,,,1,0
17463,17463,13680,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,ADIDAS Men Athlos Sports Shoes,,,0,4
17464,17464,10005,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Sports,Nike Men As Ss Trainin Blue T-Shirts,,,0,0
17465,17465,33287,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Arrow Sport Men Striped Red Polo T-shirt,,,0,0
17466,17466,40775,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012.0,Casual,Quiksilver Men Grey Area 3 Slim Shoes,,,0,4
17467,17467,10839,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Wrangler Men N0. 3 Applique Polo Navy Blue T-Shirts,,,0,0
17468,17468,37627,Girls,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Madagascar3 Girls Purple Printed T-Shirt,,,3,0
17469,17469,20690,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2011.0,Casual,Buckaroo Men Vecino Black Casual Shoes,,,0,4
17470,17470,59658,Women,Apparel,Saree,Sarees,Blue,Fall,2012.0,Ethnic,FNF Red & Blue Printed Sari,,,1,3
17471,17471,15577,Boys,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Chhota Bheem Kids Boys Warrior Bheem TShirt,,,2,0
17472,17472,4120,Unisex,Footwear,Shoes,Casual Shoes,Maroon,Summer,2011.0,Casual,Puma Unisex Lo Maroon Shoes,,,4,4
17473,17473,13821,Men,Accessories,Headwear,Caps,Purple,Fall,2011.0,Casual,Proline Men Purple & Grey Striped Beanie,,,0,6
17474,17474,7138,Women,Apparel,Topwear,Tunics,Black,Fall,2011.0,Casual,Scullers For Her Women Lace Black Silver Tunics,,,1,0
17475,17475,27228,Women,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,Doodle Kids Girl Printed Pink Dress,,,1,2
17476,17476,48385,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,French Connection Men Navy Blue Jeans,,,0,1
17477,17477,3598,Unisex,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Sports,Puma Deccan Chargers Kids Navy Blue Replica Jersey,,,4,0
17478,17478,7904,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Proline Men Grey & Maroon Striped Polo T-shirt,,,0,0
17479,17479,55608,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Peter England Men Red Check Shirt,,,0,0
17480,17480,19527,Men,Apparel,Topwear,Sweaters,Olive,Fall,2011.0,Casual,United Colors of Benetton Men Solid Olive Sweater,,,0,0
17481,17481,36954,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2012.0,Sports,Force 10 Men Blue Sports Shoes,,,0,4
17482,17482,39120,Women,Apparel,Bottomwear,Leggings,Brown,Fall,2012.0,Casual,Aneri Women Brown Leggings,,,1,1
17483,17483,20831,Men,Footwear,Shoes,Sports Shoes,White,Spring,2012.0,Sports,ADIDAS Men Theodore White Sports Shoes,,,0,4
17484,17484,37886,Unisex,Accessories,Socks,Socks,Black,Summer,2016.0,Casual,Happy Socks Unisex Black Pack of Two Socks,,,4,7
17485,17485,57963,Women,Apparel,Saree,Sarees,Multi,Fall,2012.0,Ethnic,Prafful Women Multi Coloured Sari,,,1,3
17486,17486,41208,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Nike Men Black Sports Shoes,,,0,4
17487,17487,11578,Women,Apparel,Topwear,Kurtas,Blue,Summer,2011.0,Ethnic,W Women Printed Blue Kurtas,,,1,0
17488,17488,58325,Women,Footwear,Flip Flops,Flip Flops,Blue,Summer,2012.0,Casual,Lotto Women Blue Flip Flops,,,1,8
17489,17489,30891,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012.0,Ethnic,Fabindia Women Purple Printed Silk Kurta,,,1,0
17490,17490,50148,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Rocia Women Black Flats,,,1,4
17491,17491,28052,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,2016.0,Casual,Jockey ELANCE Men Navy Blue Pack of 2 Briefs 1009,,,0,5
17492,17492,50974,Women,Apparel,Innerwear,Bra,Gold,Summer,2017.0,Casual,Enamor Golden Lift Bra,,,1,5
17493,17493,2678,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Inkfruit Men's R.I.P. Black T-shirt,,,0,0
17494,17494,46811,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Nike Men Black T-shirt,,,0,0
17495,17495,19715,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Blue Check Shirt,,,0,0
17496,17496,8342,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,2011.0,Sports,ADIDAS Men Slimsoll Blue Sports Shoes,,,0,4
17497,17497,5805,Women,Apparel,Topwear,Tops,Purple,Summer,2011.0,Casual,ADIDAS Women's Tag Tank Purple Tops,,,1,0
17498,17498,39776,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Peter England Men Red & Navy Blue Casual Shirt,,,0,0
17499,17499,58741,Men,Apparel,Topwear,Tshirts,Purple,Fall,2012.0,Casual,Puma Men Purple T-shirt,,,0,0
17500,17500,59693,Women,Apparel,Innerwear,Bra,Pink,Summer,2017.0,Casual,Avirate Women Pink Bra,,,1,5
17501,17501,11920,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2015.0,Formal,Franco Leone Men Formal Black Shoe,,,0,4
17502,17502,16339,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Formal,Peter England Men Stripes Maroon Shirt,,,0,0
17503,17503,34069,Women,Footwear,Shoes,Flats,Black,Fall,2012.0,Formal,Clarks Women Black Leather Flat Shoes,,,1,4
17504,17504,19371,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018.0,Formal,Red Tape Men Federer Black Formal Shoes,,,0,4
17505,17505,12799,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Sports,Nike Men Blue Manchester United Jersey,,,0,0
17506,17506,35987,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Flying Machine Women Cotton Blue T-shirt,,,1,0
17507,17507,34855,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012.0,Casual,Vans Men Classic Slip-On Grey Shoes,,,0,4
17508,17508,2812,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2009.0,Casual,iD Men's Graphic Black Shoe,,,0,4
17509,17509,28604,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Casual,Nike Men Dunk High Black Shoes,,,0,4
17510,17510,49633,Women,Apparel,Dress,Dresses,Red,Summer,2012.0,Casual,Mineral Coral Dress,,,1,2
17511,17511,31729,Men,Apparel,Topwear,Blazers,Blue,Summer,2012.0,Formal,Reid & Taylor Men Blue Blazer,,,0,0
17512,17512,13479,Women,Footwear,Shoes,Flats,White,Fall,2011.0,Casual,Rocia Women White Flats,,,1,4
17513,17513,43309,Women,Apparel,Bottomwear,Shorts,White,Fall,2012.0,Casual,United Colors of Benetton Women's White Washed Shorts,,,1,1
17514,17514,38496,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Gini and Jony Boys United White T-shirt,,,2,0
17515,17515,44910,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Puma Men Blue Fine Striped T-shirt,,,0,0
17516,17516,52875,Women,Apparel,Saree,Sarees,Multi,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari,,,1,3
17517,17517,39544,Men,Footwear,Flip Flops,Flip Flops,Navy Blue,Summer,2012.0,Casual,Numero Uno Men Navy Blue Flip Flops,,,0,8
