,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,Unnamed: 10,Unnamed: 11
16283,32938,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,ADIDAS Neo Men T-6 Night White Shoes,,
16284,53133,Women,Footwear,Shoes,Heels,Gold,Winter,2015.0,Casual,Catwalk Women Gold Toned Flats,,
16285,6426,Unisex,Footwear,Shoes,Casual Shoes,Red,Summer,2011.0,Casual,Lotto Unisex Canvas Red White Shoe,,
16286,23244,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011.0,Formal,Arrow Men Formal Black Shoes,,
16287,3968,Women,Apparel,Topwear,Tops,White,Summer,2011.0,Casual,Jealous 21 Women Pink Flowery Halter Neck Top,,
16288,3154,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2010.0,Sports,Nike Men's Air Visi Sleek Black Shoe,,
16289,31781,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Lee Men Henry Red Check Shirt,,
16290,42273,Unisex,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Vans Unisex White Authentic Shoes,,
16291,12503,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,United Colors of Benetton Men Short Black T-shirt,,
16292,17243,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,U.S. Polo Assn. Men Stripes Black  Polo Tshirt,,
16293,50584,Men,Apparel,Innerwear,Briefs,Navy Blue,Winter,2016.0,Casual,Chromozome Men Navy Blue Pack of 2 Briefs,,
16294,47533,Women,Footwear,Shoes,Flats,Maroon,Winter,2012.0,Ethnic,Portia Women Maroon Flats,,
16295,54918,Men,Apparel,Bottomwear,Shorts,Brown,Summer,2012.0,Casual,Do u speak green Men Brown 3/4th Pant,,
16296,6614,Men,Apparel,Topwear,Tshirts,Beige,Summer,2011.0,Casual,Spykar Men's Beige Polo T-shirt,,
16297,51456,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Tonga Women Pink & White Top,,
16298,16391,Men,Apparel,Bottomwear,Trousers,Black,Spring,2013.0,Formal,Peter England Men Solid Black Trouser,,
16299,30461,Men,Apparel,Topwear,Shirts,White,Fall,2012.0,Casual,John Miller Men White Shirt,,
16300,54124,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Rocia Women Black Flats,,
16301,12731,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Timberland Men Check Green Shirts,,
16302,26504,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2012.0,Casual,Arrow Sport Men Dark Navy Blue Trousers,,
16303,3366,Men,Footwear,Shoes,Sports Shoes,White,Spring,2011.0,Sports,Asics Men's Gel Strike 2 Running White Silver Shoe,,
16304,42041,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012.0,Sports,Nike Men Air Relentless Grey Sports Shoes,,
16305,25381,Men,Apparel,Innerwear,Innerwear Vests,Navy Blue,Summer,2016.0,Casual,Levis Men Navy Blue Innerwear Vest,,
16306,10066,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Puma Men Puma midrange tee Black Tshirts,,
16307,24253,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2013.0,Casual,Numero Uno Men Black Casual Shoes,,
16308,21721,Women,Footwear,Shoes,Heels,Green,Winter,2015.0,Casual,Catwalk Women Casual Green Flats,,
16309,15514,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Rockport Men SC Blucher Lace up Brown Casual Shoes,,
16310,4143,Men,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,Fila Men's Fuel HI Black Navy Blue Shoe,,
16311,5091,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Wrangler Men's Burnt Out Royal Blue T-shirt,,
16312,17627,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Sports,ADIDAS Men Printed Blue Jersey,,
16313,30839,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012.0,Ethnic,Fabindia Women Pink Khadi Kurta,,
16314,26160,Men,Apparel,Bottomwear,Trousers,Navy Blue,Summer,2012.0,Formal,John Miller Men  Navy Blue Trouser,,
16315,3702,Women,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Tantra Women's Prism Black Long T-shirt,,
16316,42425,Women,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,Aurelia Women Red Kurta,,
16317,54540,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2012.0,Sports,F Sports Men Grey Gravity Sports Shoes,,
16318,13287,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Gini and Jony Kids Boys Check Black Shirts,,
16319,10402,Women,Apparel,Topwear,Tops,Pink,Fall,2011.0,Casual,Jealous 21 Women Una Pink Tops,,
16320,24637,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Nike Women Dual Fusion White Sports Shoes,,
16321,37220,Boys,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,United Colors of Benetton Boys Printed White Shirt,,
16322,1869,Men,Apparel,Topwear,Tshirts,Navy Blue,Winter,2010.0,Casual,FIFA Mens 1904 Navy Blue T-shirt,,
16323,53765,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Puma Men Blue Striped T-shirt,,
16324,20297,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Inkfruit Men Printed Purple Tshirt,,
16325,15170,Men,Apparel,Topwear,Tshirts,Maroon,Fall,2011.0,Casual,Arrow Sport Men Stripes Maroon Polo Tshirts,,
16326,45600,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2013.0,Casual,Arrow Men Black Shoes,,
16327,4527,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Puma Men's Kraftek Black Metalic Silver Shoe,,
16328,40140,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Gini and Jony Boys Core Red T-shirt,,
16329,20899,Women,Footwear,Shoes,Heels,White,Winter,2015.0,Casual,Catwalk Women White Casual Flats,,
16330,10630,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Winter,2015.0,Casual,Carlton London Men Casual Navy Blue Casual Shoes,,
16331,24405,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Vishudh Women Blue Printed Kurta,,
16332,32560,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,ONLY Women Blue Jeans,,
16333,39188,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Black Sandals,,
16334,14290,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Classic Polo Men Stripes Blue Tshirts,,
16335,53557,Men,Apparel,Innerwear,Boxers,Black,Summer,2016.0,Casual,Probase Black Printed Boxers,,
16336,38866,Women,Apparel,Topwear,Tops,Orange,Summer,2012.0,Casual,Latin Quarters Women Orange Top,,
16337,56819,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,John Players Men Blue Shirt,,
16338,21177,Men,Footwear,Flip Flops,Flip Flops,Red,Summer,2011.0,Casual,ADIDAS Men Distorted Red Flip Flops,,
16339,52485,Women,Apparel,Innerwear,Camisoles,Blue,Summer,2017.0,Casual,Red Rose Blue Camisole,,
16340,15342,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Sports,Nike Women Printed Pink Tshirts,,
16341,51200,Women,Apparel,Innerwear,Bra,Pink,Summer,2017.0,Casual,Enamor Women Pink Bra,,
16342,7190,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,Jealous 21 Women Rinse Wash Black Jegging,,
16343,13889,Women,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Scullers Women Check Blue Shirts,,
16344,6042,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,UCB Men Basic Logo Light Blue Shirt,,
16345,9836,Women,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Little Miss Women Printed Purple T-shirt,,
16346,17415,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Lotto Men T-Effect IV White Sports Shoe,,
16347,3530,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Myntra Men's Turn Me On Black T-shirt,,
16348,12167,Women,Apparel,Topwear,Dupatta,Pink,Fall,2011.0,Ethnic,Aurelia Women Voile Pink Dupatta,,
16349,27280,Women,Apparel,Topwear,Kurtas,Black,Fall,2011.0,Ethnic,Mother Earth Women Black Kurta,,
16350,30237,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Numero Uno Men Black Shoes,,
16351,22534,Unisex,Footwear,Flip Flops,Flip Flops,Red,Fall,2015.0,Casual,Crocs Kids Red Flip-Flops,,
16352,34451,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Casual,Rocia Women Black Sandals,,
16353,19749,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Levi's Men Solid Green Tshirt,,
16354,31123,Girls,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Gini and Jony Girls Printed White Top,,
16355,43503,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,French Connection Men Green T-shirt,,
16356,28832,Women,Apparel,Innerwear,Briefs,White,Summer,2014.0,Casual,Enamor Women Pack of 3 Briefs,,
16357,50928,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,2016.0,Casual,Parx Men Navy Blue Briefs,,
16358,2624,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Carlton London Women Black Solid Sandals,,
16359,13273,Women,Footwear,Shoes,Heels,Gold,Winter,2012.0,Casual,Inc 5 Women Casual Gold Heels,,
16360,57331,Women,Apparel,Innerwear,Bra,Peach,Winter,2015.0,Casual,Amante Peach-Coloured Demi-Cup Balconette Bra BCPP01,,
16361,25711,Unisex,Accessories,Headwear,Caps,Pink,Summer,2012.0,Sports,ADIDAS Unisex Pink Cap,,
16362,11524,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Blue Sweatshirt,,
16363,5401,Women,Footwear,Shoes,Sports Shoes,Blue,,2011.0,Sports,Kalenji Ekiden 100  Lady Blue 2011,,
16364,44726,Women,Footwear,Flip Flops,Flip Flops,Grey,Summer,2010.0,Casual,Lotto Women Grey Flip Flop,,
16365,53791,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Puma Men White T-shirt,,
16366,14056,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Flying Machine Men Printed White Tshirts,,
16367,20263,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Wrangler Men Rust Red T-shirt,,
16368,15184,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,Arrow Sport Men Solid Grey Sweaters,,
16369,57103,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Elle Women Blue Top,,
16370,25523,Women,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Casual,Wrangler Women Cory Pink Shirt,,
16371,11716,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2011.0,Casual,Lee Men Check Blue Shirts,,
16372,32594,Women,Apparel,Topwear,Tops,Green,Summer,2012.0,Casual,ONLY Women Green Top,,
16373,40988,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Gini and Jony Boys Core Blue T-shirt,,
16374,36134,Women,Footwear,Flip Flops,Flip Flops,Beige,Summer,2012.0,Casual,Nike Women Beige Solarsoft Thong II Flip Flops,,
16375,21183,Women,Footwear,Flip Flops,Flip Flops,Blue,Fall,2010.0,Casual,ADIDAS Women polka Blue Flip Flops,,
16376,59099,Women,Apparel,Innerwear,Briefs,Purple,Summer,2017.0,Casual,Peri Peri Women Purple Brief,,
16377,39940,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2013.0,Casual,Gas Men Venetian Grey Shoes,,
16378,16533,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Locomotive Men Check Purple Shirt,,
16379,8910,Unisex,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Puma Unisex Benecio Leather Drip White Casual Shoes,,
16380,22706,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Nike Women White Capri II Sports Shoes,,
16381,7164,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers Men Black & Red Check Shirt,,
16382,46243,Women,Apparel,Topwear,Tunics,White,Summer,2012.0,Ethnic,Fusion Beats Women White & Green Tunic,,
16383,50326,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Aurelia Women White Printed Kurta,,
16384,31311,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,W Women Green Kurta,,
16385,7958,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Puma Men's Tech Graphic Blue T-shirt,,
16386,55654,Women,Footwear,Shoes,Heels,Maroon,Winter,2015.0,Casual,Catwalk Women Maroon Wedges,,
16387,12193,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Basics Men White Checked Shirt,,
16388,27274,Women,Apparel,Topwear,Kurtis,Purple,Fall,2011.0,Ethnic,Mother Earth Women Printed Purple Kurti,,
16389,11372,Women,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,United Colors Of Benetton Women Light Winter Blue Shirts,,
16390,41402,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,Wrangler Women Pink T-shirt,,
16391,33022,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Mother Earth Women Black Kurta,,
16392,4385,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Wrangler Rodeo Sketch T-shirt,,
16393,14600,Men,Accessories,Socks,Socks,White,Summer,2011.0,Casual,United Colors of Benetton Men Pack of 2 White Socks,,
16394,34207,Men,Apparel,Topwear,Tshirts,Green,Summer,2013.0,Casual,Proline Men Green Polo Tshirt,,
16395,28658,Women,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Nike Women Alphaballer  Black Casual Shoes,,
16396,50742,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Chief Men Brown Shoes,,
16397,16157,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Enroute Men Leather Black Casual Shoes,,
16398,7500,Women,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Sports,Nike Women's Purple Polo T-shirt,,
16399,19923,Women,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Wrangler Women Printed White T-shirt,,
16400,27610,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012.0,Casual,Scullers Men Grey Trousers,,
16401,13425,Men,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,United Colors of Benetton Men Stripes Pink Tshirts,,
16402,43355,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Reebok Men Black Fuel Techno Sports Shoes,,
16403,50570,Men,Apparel,Innerwear,Trunk,Brown,Summer,2016.0,Casual,Chromozome Men Brown Trunks,,
16404,34035,Boys,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Gini and Jony Boys Check Navy Blue Shirt,,
16405,7732,Unisex,Accessories,Headwear,Caps,Black,Fall,2011.0,Sports,Puma Unisex Ducati Black Cap,,
16406,16365,Men,Apparel,Topwear,Shirts,Cream,Fall,2011.0,Formal,Peter England Men Stripes Cream Shirt,,
16407,30495,Women,Apparel,Innerwear,Bra,Beige,Summer,2014.0,Casual,Lovable Women Fiona Beige Bra,,
16408,2240,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Casual,ADIDAS Men Crew Blue T-shirt,,
16409,13617,Men,Apparel,Innerwear,Innerwear Vests,Black,Summer,2016.0,Casual,Hanes Men Black V DuoDry Body Fit V-Neck T-shirt,,
16410,31547,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Classic Polo Men Striped White T-shirt,,
16411,56687,Men,Apparel,Topwear,Kurtas,Beige,Summer,2012.0,Ethnic,Fabindia Men Beige Kurta,,
16412,5859,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,ADIDAS Men's Allover White T-shirt,,
16413,10092,Men,Footwear,Shoes,Sports Shoes,Silver,Fall,2011.0,Sports,Reebok Men Racehound Silver Sports Shoes,,
16414,33210,Women,Apparel,Topwear,Tops,Navy Blue,Summer,2012.0,Casual,Sepia Women Striped Navy Blue Top,,
16415,44342,Men,Apparel,Topwear,Tshirts,Maroon,Summer,2012.0,Casual,Indian Terrain Men Maroon T-shirt,,
16416,16398,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Levis Men Green & White Striped Shirt,,
16417,28497,Men,Apparel,Bottomwear,Shorts,Grey,Summer,2012.0,Sports,Urban Yoga Men Grey Shorts,,
16418,54911,Women,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Do u speak green Women Printed White T-shirt,,
16419,8787,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Indigo Nation Men Price catch Green White Shirts,,
16420,9655,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Indigo Nation Men Bling Blue Shirts,,
16421,30468,Women,Apparel,Innerwear,Bra,Black,Summer,2014.0,Casual,Lovable Women All Day Long Black Bra,,
16422,23843,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2011.0,Sports,ADIDAS Men Grey Uraha Sports Shoes,,
16423,18202,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Casual,Nike Men AS Squad Fleec LS Crew Grey Sweatshirt,,
16424,38605,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Nike Men Yellow Eligible Athlete T-shirt,,
16425,4976,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Gini and Jony Boy's Kent Pack of 3 Infant Tee Kidswear,,
16426,25388,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Levis Men Pack of 3 Briefs,,
16427,10853,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Wrangler Men Blue Polo Tshirts,,
16428,5098,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Wrangler Men's Hand Of Quality Red T-shirt,,
16429,59632,Women,Apparel,Saree,Sarees,Olive,Fall,2012.0,Ethnic,FNF Olive Wedding Collection Sari,,
16430,21728,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Formal,Hush Puppies Men Casual Brown Shoes,,
16431,11981,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,FILA Men Intense Black Sports Shoes,,
16432,24068,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Locomotive Men Check Grey Shirt,,
16433,45863,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012.0,Ethnic,Vishudh Women Multi Coloured Kurta,,
16434,24854,Women,Apparel,Topwear,Tops,Blue,Summer,2011.0,Casual,Mother Earth Women Printed Blue Top,,
16435,4378,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Mickey Men's Joy Polo Heritage Grey T-shirt,,
16436,59400,Women,Apparel,Topwear,Tops,Grey,Summer,2010.0,Casual,Tokyo Talkies Women Grey Top,,
16437,29777,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Casual,Basics Men Black Trousers,,
16438,3961,Women,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Jealous 21 Women Black Shimmery Halter Neck Top,,
16439,16996,Women,Footwear,Shoes,Flats,Brown,Winter,2012.0,Casual,Rocia Women Casual Brown Flats,,
16440,31788,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Lee Women Beyoce Blue T-shirt,,
16441,17844,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Nike Men Air Compel White Sports Shoe,,
16442,39181,Women,Apparel,Topwear,Kurtas,Yellow,Summer,2012.0,Ethnic,Aneri Women Yellow Printed Kurta,,
16443,32569,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,ONLY Women Pink Top,,
16444,40149,Girls,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,Gini and Jony Girls Play Suit Pink Dress,,
16445,20890,Men,Footwear,Shoes,Casual Shoes,Beige,Fall,2011.0,Casual,Basics Men Beige Casual  Shoes,,
16446,10639,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Nike Men Nike Capri II Black Casual Shoes,,
16447,56810,Women,Apparel,Topwear,Kurtis,Red,Summer,2012.0,Ethnic,Aneri Women Red Kurti,,
16448,59064,Women,Apparel,Innerwear,Bra,Black,Summer,2017.0,Casual,Peri Peri Women Black Bra,,
16449,40975,Boys,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Gini and Jony Boys United Green T-shirt,,
16450,14299,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Classic Polo Men Printed pack of 3 Tshirts,,
16451,13880,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Scullers Men Check Green Shirts,,
16452,51209,Women,Apparel,Innerwear,Bra,Pink,Summer,2017.0,Casual,Enamor Women Pink Bra,,
16453,12952,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Basics Men Blue Slim Fit Checked Shirt,,
16454,7199,Women,Apparel,Topwear,Tops,White,Fall,2011.0,Casual,Jealous 21 Women White Knit With Face Printed Top,,
16455,6877,Women,Apparel,Topwear,Jackets,Pink,Summer,2011.0,Casual,Forever New Women Soft Magnolia Pink Jacket,,
16456,27289,Women,Apparel,Topwear,Kurtas,Grey,Fall,2011.0,Ethnic,Mother Earth Women Striped Grey Kurta,,
16457,3539,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Myntra Men's I am a nice guy Black T-shirt,,
16458,19586,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,United Colors of Benetton Women Printed Pink T-shirt,,
16459,30830,Women,Apparel,Bottomwear,Churidar,White,Summer,2012.0,Ethnic,Fabindia Women White Churidar,,
16460,6279,Women,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,UCB Women's Halftone Print Grey T-shirt,,
16461,27887,Women,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,Scullers For Her White Check Shirt,,
16462,26955,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Jealous 21 Women Black Top,,
16463,29121,Women,Footwear,Shoes,Heels,Silver,Summer,2012.0,Casual,Puma Women Lily Thong Silver Flats,,
16464,9231,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Formal,Mark Taylor Men Grey Striped Shirt,,
16465,54549,Women,Apparel,Topwear,Tunics,Multi,Summer,2012.0,Casual,Global Desi Women Multi Coloured Tunic,,
16466,26169,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Formal,John Miller Men Black Trousers,,
16467,33689,Men,Footwear,Shoes,Casual Shoes,White,Winter,2012.0,Casual,Cobblerz Men White & Blue Casual Shoes,,
16468,15179,Men,Apparel,Topwear,Sweaters,Red,Fall,2011.0,Casual,Arrow Sport Men Stripes Red Sweaters,,
16469,45609,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Arrow Men Black Formal Shoes,,
16470,1860,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Inkfruit Mens Shiva T-shirt,,
16471,39175,Women,Apparel,Topwear,Kurtas,Orange,Summer,2012.0,Ethnic,Aneri Women Orange Printed Kurta,,
16472,59090,Women,Apparel,Innerwear,Bra,Black,Summer,2017.0,Casual,Peri Peri Women Black Bra,,
16473,39949,Men,Footwear,Shoes,Casual Shoes,White,Spring,2013.0,Casual,GAS Men White Walk Casual Shoes,,
16474,20058,Women,Apparel,Bottomwear,Stockings,Grey,Fall,2011.0,Casual,united Colors Of Benetton Women Grey Tight,,
16475,57936,Men,Footwear,Shoes,Casual Shoes,Brown,Spring,2012.0,Casual,Clarks Men Brown Shoes,,
16476,13874,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Scullers Men Solid Navy Blue Shirts,,
16477,6883,Women,Apparel,Topwear,Tops,Purple,Summer,2011.0,Casual,Forever New Women Floral Trendy Purple Top,,
16478,13048,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Spykar Men Green Printed T-shirt,,
16479,31318,Women,Apparel,Topwear,Kurtas,Off White,Summer,2012.0,Ethnic,Aurelia Women Printed Brown Kurta,,
16480,7951,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Puma Men's Graphic Black Purple T-shirt,,
16481,19572,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,United Colors of Benetton Men Printed Red T-shirt,,
16482,28007,Men,Apparel,Innerwear,Trunk,Grey,Summer,2016.0,Casual,Jockey ZONE Men Grey Modern Trunks US19,,
16483,34458,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Formal,Rocia Women Black Wedges,,
16484,27873,Women,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,Scullers For Her Striped Purple Shirt,,
16485,16708,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Fila Men Striper Pique White Tshirt,,
16486,50921,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Parx Men White & Red Briefs,,
16487,18692,Men,Apparel,Innerwear,Trunk,Blue,Summer,2016.0,Casual,Hanes Men Blue Modern Duo Dry Cotton Stretch Trunks,,
16488,46844,Girls,Footwear,Flip Flops,Flip Flops,Blue,Fall,2012.0,Casual,Barbie Girls Blue Slippers,,
16489,8317,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Wildcraft Men Blue Printed T-shirt,,
16490,39347,Men,Apparel,Topwear,Tshirts,Purple,Fall,2012.0,Casual,Mr. Men Men Purple T-shirt,,
16491,57338,Women,Apparel,Innerwear,Bra,Purple,Winter,2015.0,Casual,Amante Purple Demi-Cup Lace Bra BGDC01,,
16492,5408,Unisex,Footwear,Shoes,Sports Shoes,Blue,Fall,2011.0,Sports,Quechua Wayta Jr Blue,,
16493,53798,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Black T-shirt,,
16494,22159,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Lee Cooper Men Black Casual Shoes,,
16495,50579,Men,Apparel,Innerwear,Briefs,Charcoal,Winter,2016.0,Casual,Chromozome Men Charcoal Pack of 2 Briefs,,
16496,43952,Women,Footwear,Shoes,Heels,Blue,Winter,2012.0,Casual,Catwalk Women Blue Flats,,
16497,28463,Women,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Sports,Urban Yoga Women Black Shorts,,
16498,19324,Men,Apparel,Topwear,Sweatshirts,Maroon,Fall,2011.0,Casual,Myntra Men Solid Maroon Sweatshirt,,
16499,8773,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Indigo Nation Men Price catch Yellow Shirts,,
16500,5850,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Sports,Puma Men's Summer Graphic Charcoal T-shirt,,
16501,33219,Women,Apparel,Topwear,Tops,Grey,Summer,2012.0,Casual,Sepia Women Grey Top,,
16502,39723,Women,Apparel,Dress,Dresses,Green,Summer,2012.0,Casual,Arrow Woman Aqua Green Dress,,
16503,4982,Women,Apparel,Topwear,Tops,Peach,Summer,2011.0,Casual,Palm Tree Girl's Billy Peach Kidswear,,
16504,44945,Women,Apparel,Bottomwear,Trousers,Navy Blue,Summer,2012.0,Casual,United Colors of Benetton Women Navy Blue Jeans,,
